id_buku,judul_buku,penulis,tahun_rilis
9717,The Unbearable Lightness of Being,"Milan Kundera, Michael Henry Heim",1984.0
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,2006.0
9762,Loving What Is: Four Questions That Can Change Your Life,"Byron Katie, Stephen Mitchell",2002.0
9777,The God of Small Things,Arundhati Roy,1997.0
9784,"Women in Love (Brangwen Family, #2)",D.H. Lawrence,1920.0
9791,A Walk in the Woods,Bill Bryson,1997.0
9799,The Fortress of Solitude,Jonathan Lethem,2003.0
9804,The Baron in the Trees,"Italo Calvino, Archibald Colquhoun",1957.0
9809,Invisible Cities,"Italo Calvino, William Weaver",1972.0
9820,Crossing to Safety,Wallace Stegner,1987.0
9822,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",Robert C. O'Brien,1971.0
9827,"King Rat (Asian Saga, #4)",James Clavell,1962.0
9833,"Blind Willow, Sleeping Woman","Haruki Murakami, Philip Gabriel, Jay Rubin",2006.0
9838,The Bookseller of Kabul,"Åsne Seierstad, Ingrid Christopherson",2002.0
9844,Prep,Curtis Sittenfeld,2005.0
9854,The End of Poverty,"Jeffrey D. Sachs, Bono",2005.0
9864,The Ground Beneath Her Feet,Salman Rushdie,1999.0
9865,The Moor's Last Sigh,Salman Rushdie,1995.0
9912,The Rules of Attraction,Bret Easton Ellis,1987.0
9913,Glamorama,Bret Easton Ellis,1998.0
9914,The Informers,Bret Easton Ellis,1994.0
9915,Less Than Zero,Bret Easton Ellis,1985.0
9943,The Atonement Child,Francine Rivers,1997.0
9957,The Cement Garden,Ian McEwan,1978.0
9998,The Woman in the Dunes,"Kōbō Abe, E. Dale Saunders",1962.0
